model;year;price;Transmission;mileage;fuelType;engineSize
HondaBrio1.2SMTI;2014;304899;MANUAL;58058;Petrol;1
RenaultDusterRXZDIESEL;2013;588899;MANUAL;141346;Diesel;1
HondaAmaze1.5SMTI;2013;276799;MANUAL;74085;Diesel;1
MarutiVitaraBrezza;2018;743899;MANUAL;21239;Diesel;1
HyundaiEonMAGNA;2014;217999;MANUAL;42346;Petrol;1
MarutiWagonR1.0LXI;2012;180899;MANUAL;56849;Petrol + CNG;1
MarutiDzire;2018;546599;MANUAL;25826;Petrol;1
Hyundaii20SPORTZ1.2;2011;312099;MANUAL;80781;Petrol;1
Hyundaii20MAGNAO1.4;2013;447399;MANUAL;51472;Diesel;1
HondaBrio1.2VXATI;2017;474899;AUTOMATIC;21479;Petrol;1
RenaultDuster85PS;2013;320799;MANUAL;132735;Diesel;1
MarutiEeco5STRWITHAC;2017;364299;MANUAL;23627;Petrol + CNG;1
MarutiErtigaVXI;2018;802599;MANUAL;34489;Petrol + CNG;1
HyundaiGrandi10ASTA1.2KAPPA;2015;487199;MANUAL;12833;Petrol;1
DatsunRediGo;2016;245999;MANUAL;21683;Petrol;1
MarutiAltoK10;2014;335899;MANUAL;51984;Petrol;1
RenaultKwidRXT;2015;250028;MANUAL;22568;Petrol;1
FordFigo1.4EXI;2011;120299;MANUAL;161157;Diesel;1
MarutiAlto;2009;204399;MANUAL;57357;Petrol;1
MarutiSwiftDzireVXI1.2BS;2015;481299;MANUAL;77871;Petrol;1
HyundaiVernaFLUIDIC1.6SX;2014;522899;MANUAL;57702;Diesel;1
HyundaiElitei20ASTA;2017;642899;MANUAL;19113;Petrol;1
MarutiAlto800;2013;257899;MANUAL;47365;Petrol;1
MarutiAlto;2007;131999;MANUAL;23251;Petrol;1
VolkswagenVentoHIGHLINE1.2TSI;2015;468299;MH02;80175;Petrol;1
MarutiSwift;2015;434299;MANUAL;14864;Petrol;1
ChevroletCruzeLTZ;2011;258999;AUTOMATIC;141119;Diesel;1
ToyotaCorollaAltisD4D;2013;423399;MANUAL;87557;Diesel;1
MarutiIGNISDELTA1.2;2017;494999;MANUAL;31925;Petrol;1
HyundaiGrandi10Sportz(O)1.2;2017;520199;DL4C;54496;Petrol + CNG;1
HondaCitySMT;2011;292999;MANUAL;143859;Petrol;1
FordEcosport1.5TITANIUM;2015;576757;MANUAL;100187;Diesel;1
MahindraXUV500W8;2013;655899;MANUAL;57221;Diesel;1
MarutiSwiftVDI;2015;442399;MANUAL;91280;Diesel;1
MarutiSwiftLXI;2008;210151;MANUAL;52022;Petrol;1
MarutiRitz;2009;308399;MANUAL;77317;Petrol;1
MarutiSwift;2014;427499;MANUAL;106521;Diesel;1
MarutiSwift;2016;490499;MANUAL;74026;Diesel;1
HyundaiXcentSX;2017;564599;MANUAL;13652;Petrol;1
MarutiCelerioVXI;2016;327344;MANUAL;54845;Petrol + CNG;1
MarutiCelerioVXI;2015;323699;AUTOMATIC;35303;Petrol;1
MarutiVitaraBrezzaVDI;2016;575799;MANUAL;62646;Diesel;1
MarutiSwift;2015;524199;MANUAL;35215;Petrol;1
HyundaiGrandi10MAGNA1.2;2015;390699;MANUAL;53151;Petrol;1
ChevroletSparkLS;2012;110599;MANUAL;36991;Petrol;1
MarutiAlto;2009;186099;MANUAL;85362;Petrol;1
ToyotaInnova2.5VX7STRBS;2014;971199;MANUAL;101927;Diesel;1
ToyotaEtios;2012;305999;MANUAL;197898;Diesel;1
MarutiSwiftDzireVDIBS;2012;394685;MANUAL;46077;Diesel;1
HondaCitySMT;2009;261699;MANUAL;84937;Petrol;1
MarutiNewWagon-R1.0Lxi(o);2019;522399;MH03;7409;Petrol + CNG;1
Hyundaii10SPORTZ1.2;2012;240199;MANUAL;64614;Petrol;1
HyundaiEonERA;2014;219399;MANUAL;15775;Petrol;1
MarutiAltoK10;2012;189899;MANUAL;38019;Petrol;1
MarutiRitzVXIBS;2013;252399;MANUAL;75842;Petrol;1
Hyundaii10SPORTZ;2009;277499;MANUAL;102521;Petrol;1
MarutiBalenoZETA1.2;2017;578999;MANUAL;27073;Petrol;1
VolkswagenPoloHIGHLINE1.2L;2014;374599;MANUAL;56433;Petrol;1
HyundaiEonERA;2016;343740;MANUAL;40681;Petrol;1
MarutiAlto800;2017;336899;MANUAL;18278;Petrol;1
MarutiAlto;2010;251699;MANUAL;71021;Petrol;1
MarutiSwiftDzireVDIBS;2012;358199;MANUAL;87800;Diesel;1
MarutiWagonR1.0;2010;209699;MANUAL;35373;Petrol;1
VolkswagenVentoHIGHLINE;2010;274899;MANUAL;82631;Petrol;1
HondaBrio1.2VXATI;2015;386799;AUTOMATIC;93321;Petrol;1
MarutiSwiftDzireVXI;2014;420399;AUTOMATIC;56556;Petrol;1
MarutiCelerio;2014;307599;MANUAL;61066;Petrol;1
FordFigo1.2ZXI;2010;177099;MANUAL;77145;Petrol;1
ToyotaEtios;2012;265799;MANUAL;80949;Diesel;1
Hyundaii20SPORTZ1.2;2012;305999;MANUAL;62270;Petrol;1
HyundaiElitei20MAGNA1.4;2014;473199;MANUAL;61164;Diesel;1
VolkswagenPoloHIGHLINE1.2L;2015;490199;MANUAL;33407;Petrol;1
HyundaiEonERA;2014;214599;MANUAL;43183;Petrol;1
Hyundaii20ASTA;2010;335899;MANUAL;96899;Petrol;1
HyundaiGrandi10MAGNA1.2KAPPA;2017;398399;MANUAL;48053;Petrol + CNG;1
ToyotaCorollaAltis;2015;614299;MANUAL;103761;Petrol;1
HyundaiCreta1.6SX;2015;897799;MH03;42785;Diesel;1
HyundaiEonERA;2012;242899;MANUAL;5013;Petrol;1
Hyundaii10SPORTZ;2010;254899;MANUAL;29438;Petrol;1
HyundaiEonERA;2015;228099;MANUAL;20229;Petrol;1
VolkswagenPoloHIGHLINE1.2L;2012;417099;MANUAL;45605;Petrol;1
MarutiRitz;2012;239099;MANUAL;59348;Diesel;1
MarutiAlto;2007;91699;MANUAL;81168;Petrol;1
MarutiBalenoSIGMA1.2;2017;430599;MANUAL;40622;Petrol;1
MarutiIGNISZETA1.2K12;2017;544199;AUTOMATIC;31152;Petrol;1
VolkswagenPoloTrendline1.0L;2020;633299;KA03;7951;Petrol;1
ToyotaInnovaCrysta2.4GX8;2019;1545999;MANUAL;38288;Diesel;1
HyundaiSantroXingXOERLXEURO;2007;133199;MANUAL;49964;Petrol;1
MarutiSwiftVDI;2015;503599;MANUAL;49668;Diesel;1
HyundaiSantroXing;2008;115999;MANUAL;73791;Petrol;1
HondaJazz1.2BASEI;2009;206641;MANUAL;86489;Petrol;1
HyundaiSantroXingXLERLXEURO;2006;75299;MANUAL;133595;Petrol;1
MarutiCelerioZXI;2019;544999;MANUAL;14067;Petrol;1
MahindraXUV500W6;2014;627399;MANUAL;181811;Diesel;1
Hyundaii10MAGNA1.1;2012;248399;MANUAL;83453;Petrol;1
ToyotaEtiosLivaD4DGD;2012;278699;MANUAL;75946;Diesel;1
Hyundaii20ASTA;2010;219399;MANUAL;151123;Petrol;1
HondaBrio1.2EXMTI;2013;228918;MANUAL;55430;Petrol;1
Hyundaii10SPORTZ;2009;200199;MANUAL;155505;Petrol;1
MarutiSwift;2014;412499;MANUAL;42416;Petrol;1
MarutiSwiftVDI;2015;571713;MANUAL;37481;Diesel;1
Hyundaii20MAGNA1.2;2012;332428;MANUAL;64924;Petrol;1
HondaCitySMT;2009;264340;MANUAL;118873;Petrol;1
FordEcosport1.5TITANIUMTIVCT;2014;615399;AUTOMATIC;39090;Petrol;1
MarutiOMNIE8;2017;336399;KA01;17953;Petrol;1
MarutiSwift;2013;365244;MANUAL;74429;Diesel;1
RenaultKwid;2016;211099;MANUAL;22629;Petrol;1
RenaultKwid;2015;308399;MANUAL;21136;Petrol;1
HyundaiGrandi10SPORTS1.2;2015;378999;MANUAL;47789;Petrol;1
HyundaiGrandi10ASTA1.2AT;2015;376799;AUTOMATIC;32055;Petrol;1
SkodaFabiaAMBIENTE1.2;2010;147099;MANUAL;102067;Petrol;1
VolkswagenPoloHIGHLINE1.2L;2013;356499;MANUAL;31922;Petrol;1
MarutiSwiftZXI;2018;700399;AUTOMATIC;11903;Petrol;1
MarutiWagonR1.0LXI;2017;399499;MANUAL;73294;Petrol + CNG;1
MarutiVitaraBrezzaZDI;2016;757899;MANUAL;37246;Diesel;1
FordFigo1.2ZXI;2010;126781;MANUAL;52991;Petrol;1
MarutiBalenoALPHADDIS;2017;694699;MANUAL;78579;Diesel;1
MarutiWagonR1.0;2014;369599;MANUAL;30435;Petrol;1
Hyundaii20SPORTZ1.2;2012;278199;MANUAL;46859;Petrol;1
Hyundaii20SPORTZ1.4;2013;306399;MANUAL;47489;Diesel;1
HondaCitySMT;2011;258699;MANUAL;107215;Petrol;1
MarutiSwiftDzireVXI1.2BS;2011;315899;MANUAL;137406;Petrol;1
MarutiEeco5STRCNGWITHAC;2018;322722;MANUAL;49286;Petrol + CNG;1
MarutiWagonR1.0LXI;2012;316000;MANUAL;66711;Petrol + CNG;1
MarutiCelerioVXI;2015;340706;AUTOMATIC;22743;Petrol;1
VolkswagenVentoHIGHLINEPETROL;2010;266599;AUTOMATIC;75120;Petrol;1
MarutiSwiftZXI+BS;2018;579399;DL4C;48242;Petrol + CNG;1
MarutiWagonR1.0;2017;414399;MANUAL;28315;Petrol;1
MarutiVitaraBrezzaZDI;2018;924799;AUTOMATIC;11025;Diesel;1
MarutiAltoK10;2010;172940;MANUAL;103426;Petrol + CNG;1
HyundaiVernaFLUIDIC1.6SXVTVT;2013;561399;MANUAL;15755;Petrol;1
NissanTerranoXL110;2014;420199;MANUAL;81199;Diesel;1
MarutiRitz;2010;270299;MANUAL;63754;Petrol;1
HyundaiElitei201.4CRDIASTA;2016;603899;MANUAL;81474;Diesel;1
SkodaRapid1.5TDIAT;2015;557699;AUTOMATIC;60229;Diesel;1
MarutiCelerioVXI;2019;527799;MANUAL;3969;Petrol + CNG;1
MahindraXUV500W8;2012;417599;MANUAL;157462;Diesel;1
MarutiWagonR1.0;2012;342099;MANUAL;60223;Petrol;1
MarutiSwiftDzireVDIBS;2014;392199;MANUAL;98400;Diesel;1
HyundaiGrandi10MAGNA1.2KAPPA;2017;410399;MANUAL;16182;Petrol;1
ToyotaEtios;2011;254299;MANUAL;92903;Petrol + CNG;1
HyundaiVernaFLUIDIC1.6SX;2013;539899;MANUAL;75428;Petrol;1
MarutiSwiftDzireVDIBS;2012;322299;MANUAL;63868;Diesel;1
HondaCityVMT;2011;327799;MANUAL;144078;Petrol;1
MarutiWagonR1.0;2014;333199;MANUAL;91411;Petrol;1
HondaCityVMT;2012;409599;MANUAL;53106;Petrol;1
MarutiSwift;2015;535565;MANUAL;49748;Petrol;1
HyundaiVernaFLUIDIC1.4CRDI;2014;459599;MANUAL;68473;Diesel;1
MarutiErtigaVDI;2014;455899;MANUAL;85164;Diesel;1
TataTiagoXT1.2;2018;417499;MANUAL;25131;Petrol;1
MarutiRitz;2011;218099;MANUAL;99338;Diesel;1
MarutiSwiftDzire;2013;524499;MANUAL;53702;Diesel;1
MahindraXUV500;2015;843199;MANUAL;121782;Diesel;1
HyundaiSantroXing;2010;234799;MANUAL;24345;Petrol;1
MarutiAltoK10;2015;289299;MANUAL;10490;Petrol;1
Hyundaii20SPORTZ1.2;2011;218899;MANUAL;109919;Petrol;1
MarutiSwift;2012;314099;MANUAL;129639;Diesel;1
MarutiVitaraBrezza;2019;876399;MANUAL;18175;Diesel;1
HyundaiGrandi10SPORTZO;2017;598875;MANUAL;15609;Petrol;1
Hyundaii10SPORTZ1.2;2011;336326;MANUAL;33686;Petrol;1
Hyundaii10MAGNA;2009;181299;MANUAL;58101;Petrol;1
RenaultKwid1.0RXT;2017;292199;MANUAL;20346;Petrol;1
MahindraXUV500W11;2018;1603499;MH03;16286;Diesel;1
MarutiSwift;2014;572865;MANUAL;60963;Petrol;1
MarutiVitaraBrezza;2016;670599;MANUAL;37767;Diesel;1
Hyundaii10MAGNA1.2;2011;228199;MANUAL;93885;Petrol;1
MarutiAlto800;2015;283699;MANUAL;18966;Petrol;1
MarutiBalenoALPHA1.2;2016;522080;MANUAL;85118;Petrol;1
MarutiSwift;2019;606799;MANUAL;5419;Petrol;1
FiatGrandPuntoACTIVE;2010;98799;MANUAL;109887;Petrol;1
MarutiWagonR1.0LXI;2012;248199;MANUAL;164707;Petrol + CNG;1
MarutiErtigaVXI;2015;550399;MANUAL;148319;Petrol + CNG;1
RenaultKwid;2016;247499;MANUAL;52417;Petrol;1
HyundaiGrandi10SPORTZ1.2KAPPA;2013;405899;MANUAL;42054;Petrol;1
HyundaiEonERA;2012;187499;MANUAL;58799;Petrol;1
HyundaiNewElantraS1.6;2013;570399;MANUAL;81971;Diesel;1
MarutiAltoK10;2014;219299;MANUAL;52660;Petrol;1
HyundaiEonMAGNA;2016;244899;MANUAL;28625;Petrol;1
HyundaiElitei20ASTA1.4;2015;632999;MANUAL;37296;Diesel;1
Hyundaii10MAGNA1.2;2011;193399;MANUAL;181036;Petrol;1
MahindraXUV500W8;2012;489835;MANUAL;95203;Diesel;1
MarutiBalenoDELTA1.2;2019;603699;MANUAL;12735;Petrol;1
RenaultKwidRXT1.0EASY-R;2017;402499;KA04;2937;Petrol;1
NissanSunnyXV;2014;407080;MANUAL;49363;Petrol;1
Hyundaii10ASTA1.2ATKAPPA2WITH;2011;266399;AUTOMATIC;177197;Petrol;1
MarutiRitz;2012;204999;MANUAL;104556;Diesel;1
MarutiAltoK10;2016;286799;MANUAL;17944;Petrol;1
MarutiWagonR1.0;2015;318899;MANUAL;57827;Petrol;1
FordEcosport1.5TDCITITANIUM;2017;772799;HR51;52212;Diesel;1
HyundaiElitei20SPORTZ(O);2015;554799;MANUAL;58001;Diesel;1
MarutiBalenoZETA1.2;2016;551399;MANUAL;26026;Petrol;1
MarutiSX4;2011;170399;MANUAL;139476;Diesel;1
NissanTerranoXLPLUS85PS;2016;710899;MANUAL;31536;Diesel;1
ToyotaCorollaAltisD4D;2012;362899;MANUAL;105865;Diesel;1
ToyotaInnova2.5GX8STRBS;2014;845699;MANUAL;99985;Diesel;1
HondaAmaze1.5VXMTI;2013;299500;MANUAL;136754;Diesel;1
RenaultKwidRXT;2019;378899;MANUAL;19900;Petrol;1
MarutiVitaraBrezzaZDI;2017;909899;MANUAL;28478;Diesel;1
MarutiSwift;2015;396599;MANUAL;86567;Diesel;1
MarutiAStar;2011;178399;MANUAL;74743;Petrol;1
MahindraXUV500W8;2015;700699;MANUAL;119930;Diesel;1
HyundaiGrandi10MAGNA1.2KAPPA;2017;409599;MANUAL;28407;Petrol;1
MarutiSwift;2017;542699;MANUAL;73784;Diesel;1
SkodaRapid1.5ACTIVETDI;2016;462299;GJ05;117453;Diesel;1
MarutiAltoK10;2012;219599;MANUAL;70580;Petrol;1
MarutiCiazALPHA1.5ATVTVT;2018;1044499;HR26;22454;Petrol;1
HyundaiVernaFLUIDIC1.6CRDISX;2015;619899;MANUAL;83440;Diesel;1
HondaCityVMT;2018;898699;MANUAL;7349;Petrol;1
MarutiVitaraBrezzaZDIPLUSDUAL;2016;672342;MANUAL;152025;Diesel;1
TataIndicaVistaVX;2011;172999;MANUAL;48433;Diesel;1
HondaCityVXMT;2015;730299;MANUAL;64943;Petrol + CNG;1
MarutiVitaraBrezzaZDI;2017;822899;MANUAL;35381;Diesel;1
MarutiAltoK10VXI;2016;316199;DL5C;31702;Petrol;1
MarutiSwiftDzireVDIBS;2014;529199;MANUAL;87125;Diesel;1
MarutiAltoK10;2018;316299;MANUAL;28902;Petrol;1
MarutiSwiftDzireVDIBS;2013;311199;MANUAL;82065;Diesel;1
VolkswagenVentoHIGHLINE;2013;367099;MANUAL;27821;Diesel;1
HondaCitySMT;2011;293776;MANUAL;89227;Petrol;1
MarutiSwift;2014;459199;MANUAL;143871;Diesel;1
MarutiAlto800;2014;278599;MANUAL;31490;Petrol;1
HyundaiElitei20ASTA;2015;588299;MANUAL;37486;Petrol;1
MarutiWagonR1.0;2011;243999;MANUAL;38140;Petrol;1
MarutiWagonR1.0;2012;266999;MANUAL;22264;Petrol;1
Hyundaii20MAGNAO;2011;343699;MANUAL;59210;Petrol;1
HyundaiVernaFLUIDIC1.4;2012;399899;MANUAL;47365;Diesel;1
ToyotaCorollaAltisD4D;2015;764599;MANUAL;85321;Diesel;1
SkodaRapid1.6TDIMTAMBITION;2013;294699;MANUAL;206123;Diesel;1
MarutiSwiftDzireVDIBS;2010;299699;MANUAL;84008;Diesel;1
MarutiSwiftVXILIMITED;2017;511399;MANUAL;27809;Petrol;1
Hyundaii10ERA1.1;2012;197299;MANUAL;61850;Petrol;1
TataIndicaVistaVX;2012;181500;MANUAL;71644;Diesel;1
TataNanoXT;2014;91699;MANUAL;50007;Petrol;1
HyundaiXcentSX1.1CRDI;2014;342599;MANUAL;64289;Diesel;1
MarutiSwiftDzire;2012;531399;MANUAL;52373;Diesel;1
MarutiSwift;2010;208243;MANUAL;55257;Petrol;1
MarutiVitaraBrezza;2016;592899;MANUAL;61003;Diesel;1
HyundaiVernaFLUIDIC1.6SX;2013;392099;MANUAL;106211;Petrol;1
ToyotaFortuner3.0MT;2012;1057482;MANUAL;138612;Diesel;1
ToyotaFortuner3.0AT;2014;1409199;AUTOMATIC;99050;Diesel;1
MarutiWagonR1.0;2018;373399;MANUAL;15192;Petrol;1
MarutiSwift;2014;363799;MANUAL;85199;Diesel;1
VolkswagenVentoHIGHLINE;2013;424399;MANUAL;116410;Diesel;1
MarutiAlto800;2013;259699;MANUAL;70424;Petrol;1
MarutiAltoK10;2012;159299;MANUAL;39038;Petrol;1
MarutiAStar;2009;199499;MANUAL;61576;Petrol;1
Hyundaii20ASTA1.4;2012;413326;MANUAL;28588;Diesel;1
VolkswagenVentoTRENDLINE;2011;261299;MANUAL;85190;Petrol;1
VolkswagenPoloCOMFORTLINE1.2L;2013;365299;MANUAL;56244;Diesel;1
HondaAmaze1.5SXMTI;2014;408099;MANUAL;54624;Diesel;1
MarutiRitz;2012;234399;MANUAL;100995;Diesel;1
Hyundaii10SPORTZ1.1;2014;322699;MANUAL;44774;Petrol;1
HondaBrio1.2SMTI;2014;253199;MANUAL;70054;Petrol;1
MarutiSwift;2013;356899;MANUAL;39124;Diesel;1
TataNEXONXMA;2019;762799;GJ01;8972;Petrol;1
MarutiEeco5STRWITHAC;2020;438399;MANUAL;17082;Petrol;1
HyundaiEonERA;2017;300699;MANUAL;12238;Petrol;1
HondaWR-V1.2i-VTECVX;2017;653099;MANUAL;37486;Petrol;1
MarutiAltoK10VXI;2015;302663;DL9C;35770;Petrol;1
VolkswagenPoloGT;2018;952999;MANUAL;13259;Petrol;1
MarutiAlto800;2019;339904;MANUAL;17644;Petrol;1
HondaBrio1.2SMTI;2012;285199;MANUAL;71493;Petrol;1
Hyundaii10;2008;113799;MANUAL;67213;Petrol;1
Hyundaii20SPORTZ1.2;2014;452199;MANUAL;81608;Petrol;1
MarutiBalenoALPHA1.2;2017;648299;MANUAL;19619;Petrol;1
MarutiSwiftVDI;2015;544999;MANUAL;63435;Diesel;1
MarutiAltoK10;2012;256999;MANUAL;59253;Petrol;1
HyundaiVernaFLUIDIC1.6SX;2013;403399;MANUAL;68242;Petrol;1
TataTiagoXZA1.2;2018;442899;MH47;24537;Petrol;1
MarutiWagonR1.0;2013;228199;MANUAL;70430;Petrol;1
HyundaiElitei20ASTA1.4;2014;499499;MANUAL;43627;Diesel;1
HondaAmaze1.5SMTI;2015;437099;MANUAL;50967;Diesel;1
MarutiSwift;2012;338436;MANUAL;141954;Diesel;1
MahindraScorpioSLEBS;2014;453932;MANUAL;104541;Diesel;1
ToyotaCorollaAltisD4D;2011;331799;MANUAL;168801;Diesel;1
FordFigo1.2ZXI;2011;261499;MANUAL;42273;Petrol;1
MarutiSwift;2016;432499;MANUAL;56865;Petrol;1
MahindraMARAZZOM87;2018;1032599;MH02;23301;Diesel;1
HondaCityVMT;2009;237399;MANUAL;52532;Petrol;1
Hyundaii20SPORTZ1.2;2012;351099;MANUAL;58219;Petrol;1
HondaAmaze1.2VCVTI;2019;674599;DL12;13578;Petrol;1
HondaCityVMT;2011;279592;MANUAL;63022;Petrol;1
TataTiagoXZA1.2;2018;470799;MH03;31232;Petrol;1
RenaultKwidCLIMBER1.0;2018;445599;KA05;32733;Petrol;1
VolkswagenVentoHIGHLINE;2013;384899;MANUAL;34436;Petrol;1
HondaBrio1.2VXMTI;2014;361699;MANUAL;70915;Petrol;1
MarutiSwiftZDI;2018;571899;AUTOMATIC;84237;Diesel;1
MarutiWagonR1.0LXI;2016;345799;MANUAL;56771;Petrol + CNG;1
MarutiAlto800LXI;2016;309934;MANUAL;34760;Petrol + CNG;1
MarutiWagonR1.0LXI;2016;361899;MANUAL;65990;Petrol + CNG;1
FordEcosport1.5TITANIUMTDCI;2013;369299;MANUAL;132779;Diesel;1
MarutiCiazDELTA1.3DDIS;2018;844499;MANUAL;7712;Diesel;1
HyundaiGrandi10SPORTZ1.1;2015;425799;MANUAL;70775;Diesel;1
MarutiAltoK10;2018;382399;MANUAL;30028;Petrol;1
MarutiBalenoDELTA1.2;2016;549299;MANUAL;16906;Petrol;1
MarutiCiazVDI+;2017;723499;MANUAL;58511;Diesel;1
MahindraXUV500W6;2013;453999;MANUAL;99893;Diesel;1
HyundaiGrandi10Magna1.2AT;2018;493965;AUTOMATIC;12681;Petrol;1
MarutiZenEstilo;2010;182299;MANUAL;32985;Petrol;1
Hyundaii10SPORTZ1.2;2012;305899;MANUAL;59218;Petrol;1
ToyotaEtiosLivaD4D;2014;323599;MANUAL;176674;Diesel;1
MarutiCelerioZXI;2014;352399;MANUAL;37296;Petrol;1
Hyundaii20ASTA1.4;2012;336299;MANUAL;86415;Diesel;1
MarutiSwift;2015;391599;MANUAL;65847;Petrol;1
VolkswagenPoloHIGHLINE1.5L;2015;496799;MANUAL;66126;Diesel;1
MarutiAlto;2011;175999;MANUAL;34429;Petrol;1
MarutiAltoK10;2014;330999;MANUAL;22610;Petrol;1
MarutiVitaraBrezzaZDI;2018;790899;AUTOMATIC;22620;Diesel;1
MarutiSwiftDzireVDI;2015;561899;KA05;59916;Diesel;1
VolkswagenPoloTrendline1.0L;2020;639999;KA04;2012;Petrol;1
HyundaiNEWSANTRO1.1MAGNACNG;2018;486580;TS08;27743;Petrol + CNG;1
MahindraXUV500W6;2014;575599;MANUAL;141528;Diesel;1
MarutiSwiftLXI;2007;149899;MANUAL;48448;Petrol;1
HyundaiGrandi10SPORTZ1.2KAPPA;2013;327699;MANUAL;53642;Petrol;1
SkodaSuperbELEGANCE1.8TSI;2012;351799;MANUAL;76434;Petrol;1
HondaCityVMT;2015;720399;MANUAL;38614;Petrol;1
VolkswagenPoloTrendline1.0L;2018;620999;KA01;1889;Petrol;1
MarutiSwiftVDI;2015;451799;MANUAL;119742;Diesel;1
Hyundaii10MAGNA1.2;2010;281599;MANUAL;28790;Petrol;1
HyundaiEonMAGNA;2013;249899;MANUAL;25276;Petrol;1
MarutiAltoK10;2016;292199;MANUAL;18998;Petrol;1
MahindraTUV300;2017;762399;MANUAL;32394;Diesel;1
HyundaiGrandi10MAGNA1.2KAPPA;2015;377899;MANUAL;91814;Petrol;1
MarutiEeco5STRWITHAC;2018;388799;MANUAL;111610;Petrol + CNG;1
MarutiWagonR1.0;2013;317299;MANUAL;115055;Petrol;1
MarutiEeco7;2013;274500;MANUAL;28559;Petrol;1
MarutiWagonR1.0;2013;338599;MANUAL;59887;Petrol;1
ToyotaEtiosGD;2013;328799;MANUAL;82778;Diesel;1
MarutiSwift;2012;318299;MANUAL;136700;Diesel;1
HondaBR-V1.5i-VTEC;2017;710799;MANUAL;21706;Petrol;1
MarutiAlto800LXI;2017;358399;MANUAL;81291;Petrol + CNG;1
MarutiSwiftDzire;2012;492799;MANUAL;66761;Diesel;1
MarutiSwiftDzire;2013;342299;MANUAL;56620;Diesel;1
MarutiDzire;2017;655442;MANUAL;9562;Petrol;1
HyundaiGrandi10SPORTS1.2;2016;454799;MANUAL;46242;Petrol;1
RenaultKwid;2017;275399;MANUAL;8656;Petrol;1
RenaultKwidRXT;2019;425699;MANUAL;7343;Petrol;1
Hyundaii10MAGNA1.2;2012;279399;MANUAL;63995;Petrol;1
Hyundaii20SPORTZ1.2;2013;341199;MANUAL;47294;Petrol;1
Hyundaii20MAGNA1.2;2009;179499;MANUAL;78770;Petrol;1
MarutiCiazZDISHVS;2016;577399;DL3C;62539;Diesel;1
Hyundaii10SPORTZ1.2AT;2012;283599;AUTOMATIC;47790;Petrol;1
MarutiAlto;2012;170599;MANUAL;32234;Petrol;1
HyundaiGrandi10SPORTZ(O)1.2AT;2017;463899;GJ27;27147;Petrol;1
MarutiAlto800;2013;224899;MANUAL;25478;Petrol;1
HondaMobilio1.5VI;2014;447399;MANUAL;88157;Petrol;1
ToyotaFortuner3.0MT;2011;814299;MANUAL;83299;Diesel;1
ToyotaCorollaAltis1.8;2009;271599;MH02;63836;Petrol;1
MarutiRitzVXIBS;2014;456999;MANUAL;52410;Petrol;1
MarutiWagonR1.0;2014;290699;MANUAL;43966;Petrol;1
MarutiAlto800;2012;221399;MANUAL;30506;Petrol;1
HondaBrio1.2SMTI;2014;320912;MANUAL;84765;Petrol;1
MarutiAlto800;2015;279499;MANUAL;48279;Petrol;1
Hyundaii20SPORTZO1.4;2011;282199;MANUAL;93484;Diesel;1
MahindraXUV500W8;2013;462542;MANUAL;100097;Diesel;1
MarutiAlto;2010;229799;MANUAL;28345;Petrol;1
HondaJazz1.2V;2016;435399;MANUAL;84427;Petrol;1
MarutiSwift;2015;477399;MANUAL;22607;Petrol;1
MarutiSX4;2011;323699;MANUAL;96436;Diesel;1
MarutiSwiftDzire;2008;168099;MANUAL;63396;Petrol;1
HondaAmaze1.5SMTI;2013;321799;MANUAL;80701;Diesel;1
MarutiRitz;2011;195899;MANUAL;168605;Diesel;1
Hyundaii10ERA1.1;2012;327499;MANUAL;23707;Petrol;1
MarutiBalenoDELTA1.2;2017;565599;MANUAL;15272;Petrol;1
MarutiRitz;2011;200299;MANUAL;56902;Diesel;1
MarutiSwiftVDI;2017;564399;MANUAL;45203;Diesel;1
RenaultKwid1.0;2017;315799;MANUAL;32036;Petrol;1
MarutiSwiftDzireVDIBS;2015;392199;MANUAL;126440;Diesel;1
RenaultKwid;2016;174461;MANUAL;90197;Petrol + CNG;1
MarutiWagonR1.0;2010;198399;MANUAL;80357;Petrol;1
ToyotaInnova2.5GX7STRBS;2013;652519;MANUAL;69047;Diesel;1
HyundaiEonDLITE;2014;189799;MANUAL;40570;Petrol;1
MarutiRitz;2011;225120;MANUAL;91250;Diesel;1
MahindraXUV500W6;2014;517199;MANUAL;57525;Diesel;1
MarutiErtiga;2013;468380;MANUAL;135793;Diesel;1
MarutiAlto800;2018;297999;MANUAL;60362;Petrol;1
MarutiSwift;2014;383399;MANUAL;83580;Diesel;1
HyundaiVernaFLUIDIC1.6SX;2013;397099;MANUAL;61895;Diesel;1
HyundaiGrandi10Sportz1.2;2017;412999;MANUAL;38023;Diesel;1
MGHECTORSHARPDCT;2019;1708199;MH04;10104;Petrol;1
MarutiSwiftDzireVXI1.2BS;2013;403999;MANUAL;63385;Petrol;1
MarutiBalenoDELTA1.2;2016;550399;MANUAL;33603;Petrol;1
Hyundaii10MAGNA1.2;2011;254699;MANUAL;33734;Petrol;1
HyundaiSantroXing;2008;182811;MANUAL;40542;Petrol;1
Hyundaii10MAGNA;2010;202499;MANUAL;36942;Petrol;1
HyundaiVernaFLUIDIC1.6SX;2013;476499;MANUAL;115055;Diesel;1
MarutiSX4;2011;186699;MANUAL;155467;Diesel;1
ToyotaEtios;2012;331599;MANUAL;121820;Diesel;1
