model;year;price;Transmission;mileage;fuelType;engineSize
MarutiCelerioVXI;2014;406099;AUTOMATIC;53799;Petrol;1
HondaBrio1.2SMTI;2012;223399;MANUAL;103826;Petrol;1
ToyotaFortuner3.0MT;2011;1012699;MANUAL;93756;Diesel;1
VolkswagenPoloHIGHLINE1.5L;2015;550699;MANUAL;68093;Diesel;1
HondaBrio1.2SMTI;2012;257199;MANUAL;118056;Petrol;1
MarutiAltoK10;2017;241599;MANUAL;45540;Petrol;1
MarutiAlto800;2013;261499;MANUAL;57525;Petrol;1
HondaCityV;2013;465599;AUTOMATIC;104084;Petrol;1
HondaCitySMT;2009;244699;MANUAL;73179;Petrol;1
HondaBrio1.2SMTI;2012;232999;MANUAL;39877;Petrol;1
HondaCivic1.8V;2009;212199;MANUAL;76158;Petrol;1
HyundaiSantroXing;2009;201599;MANUAL;102210;Petrol;1
MarutiSwiftDzireVXI1.2BS;2012;312899;MANUAL;101605;Petrol;1
ToyotaInnovaCrysta2.4VX7;2018;1817180;MANUAL;65165;Diesel;1
MarutiAltoK10;2011;278199;MANUAL;20994;Petrol;1
MarutiSwiftDzireVXI1.2BS;2014;410799;MANUAL;63051;Petrol;1
MarutiSwift;2015;418399;MANUAL;66664;Petrol;1
MarutiSwift;2014;425599;MANUAL;74031;Petrol;1
HyundaiElitei20Sportz(O)1.4CRDi;2014;496999;MH43;44073;Diesel;1
MarutiErtigaVXI;2017;708599;MANUAL;108116;Petrol + CNG;1
VolkswagenVentoHIGHLINE;2013;447499;MANUAL;71136;Diesel;1
ToyotaYARISJ;2018;837499;MH43;26850;Petrol;1
MarutiSwiftVDI;2015;481799;MANUAL;98101;Diesel;1
MarutiSwiftDzireVXI1.2BS;2012;430499;MANUAL;115096;Petrol;1
HondaBrio1.2SMTI;2014;331599;MANUAL;29164;Petrol;1
MarutiWagonR;2009;122999;MANUAL;54099;Petrol;1
ToyotaEtiosLivaD4D;2011;191599;MANUAL;141262;Diesel;1
MarutiSwiftDzireVDIBS;2012;300899;MANUAL;121168;Diesel;1
MarutiWagonR1.0LXI;2017;380399;MANUAL;56328;Petrol + CNG;1
HyundaiEon;2011;157199;MANUAL;68269;Petrol;1
Hyundaii10SPORTZ1.2;2012;354899;MANUAL;40807;Petrol;1
MarutiEeco5STRCNGWITHAC;2018;407082;MANUAL;49185;Petrol + CNG;1
MarutiWagonR1.0;2013;250200;MANUAL;34903;Petrol;1
MarutiVitaraBrezzaLDI;2018;801299;MANUAL;16077;Diesel;1
MarutiErtigaZDIPLUS;2015;689099;MANUAL;129011;Diesel;1
MarutiEeco5STRCNGWITHAC;2018;317099;MANUAL;23719;Petrol + CNG;1
MarutiAlto800;2019;314799;MANUAL;10457;Petrol;1
MarutiZenEstilo;2009;130999;MANUAL;38285;Petrol;1
MarutiAltoK10;2012;234199;MANUAL;68156;Petrol;1
MarutiRitz;2012;350999;MANUAL;112264;Diesel;1
HondaBrio1.2SMTI;2014;279399;MANUAL;76938;Petrol;1
MarutiSwiftDzireVDIBS;2013;433983;MANUAL;62602;Diesel;1
Hyundaii20SPORTZ1.2;2013;372299;MANUAL;25341;Petrol;1
ToyotaFortuner3.0MT;2012;1144199;MANUAL;66958;Diesel;1
VolkswagenVentoHIGHLINETDI;2015;639499;AUTOMATIC;38459;Diesel;1
Hyundaii10SPORTZ1.2AT;2013;376499;AUTOMATIC;59419;Petrol;1
HondaCitySMT;2014;433699;MANUAL;69029;Diesel;1
MarutiSwiftDzireZXI1.2BS;2015;511099;MANUAL;80800;Petrol;1
MarutiAltoK10;2011;177899;MANUAL;42358;Petrol;1
HyundaiSantroXing;2008;194278;MANUAL;94272;Petrol;1
MarutiWagonR1.0VXI;2018;512610;AUTOMATIC;14747;Petrol;1
Hyundaii10SPORTZ1.2;2011;297399;MANUAL;44955;Petrol;1
MarutiRitzVXIBS;2013;333499;MANUAL;45317;Petrol;1
HyundaiSantroXing;2009;182599;MANUAL;50156;Petrol;1
HondaAmaze1.2VCVTI;2018;594299;PB10;43260;Petrol;1
MarutiEeco5STRCNGWITHAC;2018;361853;MANUAL;22346;Petrol + CNG;1
HyundaiSantroXing;2009;241199;MANUAL;31094;Petrol;1
HyundaiElitei20ASTA1.4;2015;588099;MANUAL;143079;Diesel;1
MarutiBalenoDELTADDIS;2019;733199;MANUAL;7271;Diesel;1
MarutiAlto800;2018;309199;MANUAL;34638;Petrol;1
MarutiWagonR1.0;2013;376999;MANUAL;23315;Petrol;1
MarutiWagonR1.0;2012;338699;MANUAL;29425;Petrol;1
MarutiErtigaVDI;2017;768899;MANUAL;59847;Diesel;1
HondaCivic1.8V;2007;131299;MANUAL;80103;Petrol;1
MarutiAlto800LXI;2017;286399;MANUAL;39380;Petrol;1
HondaCityVXMT;2014;524199;MANUAL;95461;Diesel;1
MarutiWagonRDuoLXI;2009;183099;MANUAL;197377;Petrol + LPG;1
HyundaiVernaFLUIDIC1.6EX;2011;351399;MANUAL;34760;Petrol;1
MarutiSwiftDzireVDI;2015;443699;HR51;43507;Diesel;1
MarutiSwiftDzireVDIBS;2012;364599;MANUAL;94644;Diesel;1
HyundaiGRANDI10NIOSSPORTZ1.2;2019;722328;KA51;8719;Petrol;1
HyundaiGrandi10SPORTS1.2;2015;379099;MANUAL;54323;Petrol;1
ToyotaEtios;2011;343073;MANUAL;87966;Petrol;1
HyundaiGrandi10Sportz(O)1.2;2017;439399;DL14;23297;Petrol;1
MarutiWagonR1.0;2014;353199;MANUAL;23233;Petrol;1
MarutiSwift;2013;391874;MANUAL;77720;Diesel;1
HondaCRV2.4AT4WD;2014;944299;HR12;115886;Petrol;1
HyundaiElitei20SPORTZ;2017;585599;MANUAL;26073;Diesel;1
MarutiDzireZXI;2017;685899;AUTOMATIC;30348;Petrol;1
HondaJazz1.2V;2016;515199;MANUAL;13647;Petrol;1
MarutiDzireZXI;2019;719099;AUTOMATIC;7266;Petrol;1
HyundaiGrandi10MAGNA1.2KAPPA;2016;390699;MANUAL;41443;Petrol + CNG;1
MarutiSwiftVDI;2015;474899;MANUAL;66450;Diesel;1
MarutiRitz;2009;314799;MANUAL;93555;Petrol;1
MarutiBalenoSIGMA1.2;2015;560885;MANUAL;28156;Petrol;1
Hyundaii10MAGNA1.2;2010;264370;MANUAL;31299;Petrol;1
HondaCity1.5EMT;2010;204801;MH01;93505;Petrol;1
HyundaiXcentS;2015;393699;MANUAL;151230;Petrol + CNG;1
HyundaiGrandi10SPORTZ1.2KAPPA;2016;395599;MANUAL;53063;Petrol;1
VolkswagenPassatHIGHLINE;2012;646399;AUTOMATIC;80345;Diesel;1
MarutiWagonR1.0LXI;2011;244899;MANUAL;114593;Petrol + CNG;1
VolkswagenPoloTRENDLINE1.2L;2010;189769;MANUAL;91905;Petrol;1
MarutiEeco5STRCNGWITHAC;2018;378099;MANUAL;21487;Petrol + CNG;1
MarutiBalenoDELTA1.2;2019;619379;MANUAL;21125;Petrol;1
HyundaiEonMAGNA;2017;371470;MANUAL;25439;Petrol;1
MarutiWagonR1.0VXIOPT;2016;348699;AUTOMATIC;42270;Petrol;1
MarutiVitaraBrezza;2018;723699;MANUAL;48081;Diesel;1
Hyundaii10MAGNA1.1;2008;223099;MANUAL;116240;Petrol;1
MarutiCelerioVXI;2017;400199;AUTOMATIC;35251;Petrol;1
MarutiBalenoALPHADDIS;2016;648780;MANUAL;107803;Diesel;1
ToyotaEtiosLivaG;2014;323599;MANUAL;60701;Petrol;1
MarutiSwift;2019;745853;MANUAL;14598;Petrol;1
MarutiSwiftDzireVXI1.2BS;2013;384799;MANUAL;80710;Petrol;1
MarutiSwift;2014;370099;MANUAL;124969;Diesel;1
MarutiBalenoDELTA1.2;2017;624599;MANUAL;18822;Petrol;1
MarutiEeco7;2018;387099;MANUAL;44983;Petrol + CNG;1
MarutiVitaraBrezza;2017;677870;MANUAL;43573;Diesel;1
ToyotaEtios;2011;325099;MANUAL;29045;Petrol;1
FordEcosport1.5TITANIUMTI;2017;708799;MANUAL;10719;Petrol;1
ToyotaFortuner3.0MT;2012;1214099;MANUAL;166542;Diesel;1
Hyundaii20MAGNAO;2013;326999;MANUAL;48976;Petrol;1
MarutiSwift;2011;263899;MANUAL;56487;Petrol;1
HyundaiGrandi10MAGNA1.2;2015;445599;MANUAL;27183;Petrol;1
MarutiAlto;2009;153399;MANUAL;59696;Petrol;1
MarutiAlto;2007;95499;MANUAL;65053;Petrol;1
MarutiWagonR1.0;2013;329199;MANUAL;11065;Petrol;1
HyundaiCreta1.6E+;2017;768899;MANUAL;61859;Petrol;1
VolkswagenPoloTRENDLINE1.2L;2010;228799;MANUAL;104895;Petrol;1
MarutiWagonR1.0VXI;2015;370199;AUTOMATIC;35355;Petrol;1
MarutiAltoK10;2013;223899;MANUAL;116848;Petrol;1
HyundaiCreta1.4EPLUS;2016;897299;DL8C;45574;Diesel;1
JeepCompassLIMITED1.4;2017;1156099;AUTOMATIC;73227;Petrol;1
BMW3Series320D;2012;1082099;AUTOMATIC;83797;Diesel;1
MarutiWagonR1.0LXI;2015;303399;MANUAL;100032;Petrol + CNG;1
Hyundaii10;2008;125470;MANUAL;72738;Petrol;1
HondaJazz1.2V;2017;673199;AUTOMATIC;19363;Petrol;1
HondaCitySMT;2010;219699;MANUAL;49649;Petrol;1
MarutiCiaz;2014;511599;MANUAL;125241;Diesel;1
MarutiAltoLXI;2019;472199;MANUAL;20058;Petrol + CNG;1
MarutiSwift;2014;373499;MANUAL;79467;Petrol;1
MarutiWagonR1.0LXI;2012;255899;MANUAL;68974;Petrol + CNG;1
BMWX1SDRIVE;2011;839899;AUTOMATIC;35473;Diesel;1
MahindraScorpio;2016;937699;MANUAL;142341;Diesel;1
HondaBrio1.2SMTI;2012;323499;MANUAL;83574;Petrol;1
HyundaiVernaFLUIDIC1.6SX;2014;531199;MANUAL;48498;Diesel;1
MarutiSwift;2010;353899;MANUAL;111112;Diesel;1
MarutiSwiftVXI;2008;323699;MANUAL;49523;Petrol;1
MarutiWagonR1.0LXI;2010;218399;MANUAL;141811;Petrol + CNG;1
MarutiBalenoALPHA1.2;2015;503299;MANUAL;48337;Petrol;1
ToyotaInnova2.5VX7STRBS;2015;909299;MANUAL;75358;Diesel;1
MarutiAlto;2011;247957;MANUAL;38938;Petrol;1
MarutiSwiftDzireVDI;2015;590199;TS07;59957;Diesel;1
TataNano;2016;124399;AUTOMATIC;9768;Petrol;1
FordFigo1.2ZXI;2014;284999;MANUAL;56940;Petrol;1
MarutiAltoK10;2014;343399;MANUAL;50239;Petrol;1
MarutiAltoK10;2015;272199;MANUAL;10213;Petrol;1
MarutiSwiftDzireVDIBS;2012;317999;MANUAL;68930;Diesel;1
MarutiSwift;2010;349299;MANUAL;62323;Petrol;1
MarutiAltoK10;2011;229890;MANUAL;29780;Petrol;1
HondaCityVMT;2011;325099;MANUAL;147629;Petrol;1
HondaBrio1.2VXATI;2014;404299;AUTOMATIC;42468;Petrol;1
MarutiSwiftDzireVXI1.2BS;2014;417899;MANUAL;46314;Petrol;1
MarutiSwiftDzireVXI;2009;343699;MANUAL;49885;Petrol;1
MarutiErtigaVXI;2013;417299;MANUAL;81940;Petrol;1
VolkswagenVentoHIGHLINE1.2TSI;2015;603799;HR26;40897;Petrol;1
HyundaiGrandi10SPORTZ(O)1.2AT;2017;547099;MH01;6267;Petrol;1
HyundaiVENUESMT1.2;2020;755931;DL1C;1475;Petrol;1
MarutiSwiftVXI1.3;2007;119599;MH01;74458;Petrol;1
HyundaiVENUE1.0LTurboGDISX;2020;1036742;KA51;913;Petrol;1
SkodaLauraAMBIENTE2.0TDICR;2012;564399;AUTOMATIC;104331;Diesel;1
Hyundaii20MAGNAO;2010;218601;MANUAL;53140;Petrol + CNG;1
MarutiWagonR1.0LXI;2013;262499;MANUAL;134966;Petrol + CNG;1
HondaCityVMT;2014;476099;MANUAL;104060;Diesel;1
HyundaiVernaFLUIDIC1.6SX;2013;428999;MANUAL;51148;Petrol;1
Hyundaii10MAGNA1.2;2010;180699;MANUAL;70891;Petrol;1
HyundaiSantroXing;2009;130999;MANUAL;49349;Petrol + CNG;1
TataZestXMAQUADRAJET;2015;450699;AUTOMATIC;55186;Diesel;1
VolkswagenPoloCOMFORTLINE1.2L;2017;581899;MANUAL;15426;Petrol;1
FordEcosport1.5TITANIUMTIVCT;2014;427399;AUTOMATIC;114610;Petrol;1
MarutiVitaraBrezza;2016;695799;MANUAL;67454;Diesel;1
MarutiSwiftDzireVDIBS;2012;412499;MANUAL;118302;Diesel;1
MarutiWagonR1.0VXI;2016;409299;AUTOMATIC;6703;Petrol;1
HondaAmaze1.2SMTI;2016;445471;MANUAL;81538;Petrol;1
MarutiSwift;2012;368799;MANUAL;40183;Petrol;1
HyundaiVernaFLUIDIC1.6SX;2012;399299;MANUAL;96225;Diesel;1
Hyundaii20MAGNAO;2012;307999;MANUAL;54054;Petrol;1
VolkswagenPoloGTTSI1.2PETROL;2016;705999;AUTOMATIC;69898;Petrol;1
MarutiCelerio;2018;411999;MANUAL;33199;Petrol;1
MarutiSwiftLXI;2017;433592;MANUAL;25976;Petrol;1
MarutiSwift;2012;307299;MANUAL;89318;Diesel;1
HyundaiVernaFLUIDIC1.6SXCRDI;2012;392899;MANUAL;45693;Diesel;1
TataTiagoXZ1.2;2017;512399;MANUAL;26793;Petrol;1
MarutiSwiftDzireVDIBS;2013;446599;MANUAL;85672;Diesel;1
MarutiAltoK10VXI;2015;307199;MH12;21501;Petrol;1
MarutiAStarVXIABS;2011;306190;AUTOMATIC;22465;Petrol;1
MarutiRitzVXIBS;2014;375955;MANUAL;86798;Petrol;1
MarutiAlto;2012;231799;MANUAL;58963;Petrol;1
MarutiCelerioZXIOPT;2017;472099;AUTOMATIC;20010;Petrol;1
ToyotaCorollaAltisD4D;2011;306099;MANUAL;115196;Diesel;1
MarutiWagonR1.0LXI;2014;308199;MANUAL;61646;Petrol + CNG;1
HondaBrio1.2SMTI;2013;296399;MANUAL;16508;Petrol;1
Hyundaii20Active1.2;2016;569899;MANUAL;23390;Petrol;1
MarutiSwiftZXI;2018;668099;AUTOMATIC;23296;Petrol;1
HyundaiGrandi10SPORTZ(O)1.2AT;2017;607099;TS07;17487;Petrol;1
MarutiSwift;2015;538299;MANUAL;43743;Petrol;1
MarutiBalenoDELTA1.2;2019;621199;MANUAL;5153;Petrol;1
MarutiVitaraBrezzaVDI;2016;602799;MANUAL;58586;Diesel;1
VolkswagenPoloCOMFORTLINE1.2L;2012;193099;MANUAL;61082;Petrol;1
HyundaiSantroXing;2008;158099;MANUAL;58531;Petrol;1
TataTiagoXZ1.2;2017;505999;MANUAL;21446;Petrol;1
MarutiCelerioVXI;2016;446399;AUTOMATIC;16920;Petrol;1
HyundaiVernaFLUIDIC1.6SX;2012;439599;MANUAL;48288;Diesel;1
Hyundaii10SPORTZ1.2;2010;216699;MANUAL;51056;Petrol;1
MarutiWagonR1.0;2010;218999;MANUAL;52333;Petrol;1
MarutiSwiftDzireVXI1.2BS;2014;425999;MANUAL;75485;Petrol;1
MahindraMARAZZOM28;2019;782799;PB11;79993;Diesel;1
MarutiWagonR;2010;215499;MANUAL;110417;Petrol;1
HyundaiVernaFLUIDIC1.6SX;2013;381199;MANUAL;68374;Petrol;1
HondaAmaze1.2SMTI;2013;291499;MANUAL;72229;Petrol;1
MarutiAltoK10VXI;2015;282099;MH04;49010;Petrol;1
HyundaiEon;2011;187899;MANUAL;86673;Petrol + CNG;1
HondaCitySMT;2010;316955;MANUAL;48181;Petrol;1
MarutiErtiga;2013;459199;MANUAL;88622;Diesel;1
Hyundaii10SPORTZ1.1;2014;278599;MANUAL;72977;Petrol;1
MarutiWagonR1.0;2018;432099;MANUAL;19615;Petrol;1
HondaCitySMT;2011;276399;MANUAL;100733;Petrol;1
MarutiSwift;2016;678699;MANUAL;3587;Petrol;1
RenaultDuster85PSRXL;2013;397299;MANUAL;119275;Diesel;1
MarutiAlto;2010;160199;MANUAL;37485;Petrol;1
HyundaiElitei20ERA;2018;523499;MANUAL;16277;Petrol;1
MahindraBoleroPower+;2018;744799;MANUAL;23085;Diesel;1
RenaultKwidRXT1.0EASY-R;2016;330999;MH12;8451;Petrol;1
MarutiWagonR1.0;2014;327899;MANUAL;50060;Petrol + CNG;1
MahindraXUV500W8;2015;761699;MANUAL;119932;Diesel;1
HondaCitySMT;2011;402199;MANUAL;99588;Petrol;1
FordFigoAspire1.5TREND;2018;560399;MANUAL;35737;Diesel;1
MarutiRitzVXIBS;2013;264899;MANUAL;61011;Petrol;1
HyundaiAccentEXECUTIVE;2012;198930;MANUAL;88506;Petrol;1
RenaultDuster85PS;2013;481199;MANUAL;51822;Diesel;1
ToyotaEtiosLivaD4D;2014;312099;MANUAL;166250;Diesel;1
Hyundaii10MAGNA1.2;2010;204999;MANUAL;44563;Petrol;1
RenaultKwidRXT1.0EASY-RAT;2018;354599;AUTOMATIC;38747;Petrol;1
MarutiWagonR1.0;2015;380599;MANUAL;48243;Petrol;1
MarutiBalenoALPHA1.2;2016;519099;MANUAL;61456;Petrol;1
MarutiVitaraBrezzaVDI;2017;777899;MANUAL;32529;Diesel;1
HyundaiGrandi101.2ASTA(O);2016;560972;AUTOMATIC;58141;Petrol + CNG;1
MarutiSwiftDzireVXI1.2BS;2014;567899;MANUAL;3813;Petrol;1
MarutiEeco5;2011;248199;MANUAL;55911;Petrol;1
Hyundaii10MAGNA1.2;2013;185887;MANUAL;83431;Petrol;1
MarutiAlto800;2014;261199;MANUAL;21862;Petrol;1
HondaCitySVMT;2015;489199;MANUAL;42466;Petrol;1
HondaCitySMT;2011;276399;MANUAL;95921;Petrol;1
Hyundaii10SPORTZ1.2AT;2011;291899;AUTOMATIC;54471;Petrol;1
HyundaiVernaFLUIDIC1.6SX;2012;398299;MANUAL;68355;Diesel;1
HondaCityZX1.5;2007;115999;MH43;153241;Petrol;1
MarutiBalenoDELTA1.2;2017;509199;MANUAL;63655;Petrol;1
MarutiWagonR1.0;2017;336899;MANUAL;65033;Petrol;1
MarutiCelerioZXI;2017;442799;AUTOMATIC;33556;Petrol;1
HyundaiElitei20ASTA;2016;578399;MANUAL;22061;Petrol;1
HyundaiVENUE1.0TURBOGDISX+;2019;1081500;MH14;10468;Petrol;1
MahindraTUV300T8;2017;685830;AUTOMATIC;80820;Diesel;1
HondaBrio1.2VMTI;2012;311099;MANUAL;31719;Petrol;1
HyundaiSantroXing;2010;300099;MANUAL;17702;Petrol;1
MarutiZenEstilo;2010;220199;MANUAL;40177;Petrol;1
MarutiEeco5STRWITHAC;2014;305899;MANUAL;23704;Petrol;1
MarutiRitz;2010;330399;MANUAL;41832;Petrol;1
ToyotaEtios;2011;290199;MANUAL;54147;Petrol;1
ToyotaEtios;2012;204799;MANUAL;72310;Petrol;1
HondaAmaze1.2SMTI;2018;589410;MANUAL;28944;Petrol;1
HondaBrio1.2EXMTI;2013;269668;MANUAL;67484;Petrol + CNG;1
MarutiSwiftDzireLDIBS;2014;303599;MANUAL;154599;Diesel;1
MarutiSwiftLXI;2008;134599;MANUAL;105021;Petrol + CNG;1
MarutiAltoK10VXI(O);2018;441599;KA50;7057;Petrol;1
MarutiSwiftDzireVXI1.2BS;2012;366099;MANUAL;53422;Petrol;1
HyundaiVernaFLUIDIC1.6SX;2011;359999;MANUAL;84640;Petrol + CNG;1
MarutiWagonR1.0;2012;276299;MANUAL;24956;Petrol;1
VolkswagenPoloHIGHLINE1.2L;2016;502599;MANUAL;53868;Petrol;1
RenaultKwidRXT1.0EASY-R;2017;383599;KA51;32578;Petrol;1
FordEcosport1.5TITANIUMPLUSTIVCT;2017;913599;MH02;13287;Petrol;1
HyundaiElitei20ASTA1.4;2015;511699;MANUAL;87142;Diesel;1
HyundaiElitei201.2MAGNAPLUS;2020;679015;DL12;11146;Petrol;1
MarutiErtiga;2017;699599;MANUAL;23310;Petrol;1
HyundaiElitei20SPORTZ;2017;586699;MANUAL;6210;Petrol;1
TataTiagoXT1.05;2017;350599;MANUAL;47422;Diesel;1
VolkswagenPoloHIGHLINE1.2L;2015;520999;MANUAL;75024;Petrol;1
HondaCityZX;2008;194499;MANUAL;89708;Petrol;1
RenaultKwid1.0;2017;264499;MANUAL;34265;Petrol;1
MahindraXUV500W6;2013;562700;MANUAL;90510;Diesel;1
MarutiZenEstilo;2011;169999;MANUAL;75010;Petrol;1
MarutiBalenoALPHA1.2;2019;772699;MANUAL;23424;Petrol;1
MarutiSwift;2017;667699;MANUAL;26591;Petrol;1
MarutiSwiftDzire;2012;331999;MANUAL;97757;Diesel;1
HyundaiElitei20SPORTZ(O);2015;586199;MANUAL;39327;Petrol + CNG;1
MarutiAlto800;2014;231699;MANUAL;57434;Petrol;1
MarutiEeco5STRCNGWITHAC;2018;349999;MANUAL;44146;Petrol + CNG;1
HyundaiGrandi10MAGNA1.2;2017;450099;MANUAL;12453;Petrol;1
HyundaiTucsonNew2WDATGLS;2016;1378399;AUTOMATIC;76578;Diesel;1
HondaCitySMT;2009;340699;MANUAL;142543;Petrol;1
RenaultKwidCLIMBER1.0;2017;392499;KA51;6471;Petrol;1
MarutiWagonR1.0;2012;216441;MANUAL;99248;Petrol;1
MarutiAlto800;2016;250799;MANUAL;55484;Petrol;1
MarutiAltoK10;2014;237999;MANUAL;45111;Petrol;1
HyundaiGrandi10MAGNA1.2;2016;447283;MANUAL;41357;Petrol;1
MarutiSwift;2014;495199;MANUAL;50674;Diesel;1
MahindraTUV300T8;2015;552399;AUTOMATIC;26053;Diesel;1
HondaCity1.5EMT;2009;186699;MH03;73112;Petrol;1
HondaJazz1.2BASEI;2010;291268;MANUAL;117168;Petrol;1
MarutiZenEstilo;2009;120399;MANUAL;21726;Petrol;1
HondaBrio1.2SMTI;2013;238499;MANUAL;133257;Petrol;1
MercedesBenzCClass220EDITION;2014;1420537;DL8C;25971;Diesel;1
MahindraXUV500W8;2012;443799;MANUAL;91966;Diesel;1
MarutiAlto800;2016;274099;MANUAL;34543;Petrol;1
Hyundaii10MAGNA1.2;2013;314699;MANUAL;22998;Petrol;1
Hyundaii10ERA1.1;2011;168299;MANUAL;36107;Petrol;1
HyundaiCreta1.6SXPLUS;2015;860499;MANUAL;58585;Petrol;1
HyundaiEonERAPLUS;2017;323399;MANUAL;19140;Petrol;1
ToyotaEtios;2013;332899;MANUAL;13134;Petrol;1
HyundaiElitei20ASTA1.2;2018;615399;MANUAL;16509;Petrol;1
MarutiVitaraBrezzaZDIPLUSDUAL;2018;931166;MANUAL;19465;Diesel;1
HondaCitySMT;2011;312399;MANUAL;102393;Petrol;1
MarutiRitzVXIBS;2011;292699;MANUAL;100986;Petrol;1
MarutiSwiftDzireVDIBS;2013;453199;MANUAL;13830;Diesel;1
HondaCityZX;2008;150099;MANUAL;123714;Petrol;1
MarutiEeco5STRCNGWITHAC;2018;322599;MANUAL;26407;Petrol + CNG;1
MahindraXUV500W8;2015;552999;MANUAL;120123;Diesel;1
HyundaiElitei20SPORTZ(O);2015;579299;MANUAL;33312;Petrol;1
MarutiAlto800;2018;289599;MANUAL;24738;Petrol;1
ToyotaCorollaAltis1.8;2010;299999;MH02;52624;Petrol;1
HyundaiGrandi10ASTA1.2KAPPA;2016;460199;MANUAL;50163;Petrol;1
HondaBrio1.2SMTI;2012;279299;MANUAL;65954;Petrol;1
MarutiWagonR1.0;2010;305198;MANUAL;60114;Petrol;1
HondaAccord2.4ATI;2008;255099;AUTOMATIC;65929;Petrol;1
MarutiVitaraBrezza;2018;758699;MANUAL;23892;Diesel;1
MarutiAltoK10VXI;2016;338799;TS08;60866;Petrol;1
MarutiRitzVXIBS;2014;397033;MANUAL;54073;Petrol;1
HyundaiSantroXing;2011;174899;MANUAL;58310;Petrol;1
MarutiAlto800;2015;268887;MANUAL;52018;Petrol;1
HondaCity1.5EMT;2009;248699;DL4C;60632;Petrol;1
MarutiErtiga;2012;565999;MANUAL;93867;Diesel;1
MarutiAltoK10;2017;338199;MANUAL;21618;Petrol;1
MarutiAltoK10;2012;188899;MANUAL;73444;Petrol;1
MarutiCelerioZXI;2014;307830;MANUAL;33933;Petrol;1
MarutiSwift;2013;313799;MANUAL;142412;Petrol + CNG;1
HondaJazz1.2BASEI;2012;301505;MANUAL;100385;Petrol;1
TataIndicaVistaVX;2012;335299;MANUAL;59345;Diesel;1
ToyotaInnovaCrysta2.4VX8;2016;1485599;MANUAL;119373;Diesel;1
HondaCitySMT;2010;249299;MANUAL;103378;Petrol + CNG;1
DatsunGo;2015;316399;MANUAL;42905;Petrol;1
HondaCitySMT;2011;339899;MANUAL;73933;Petrol + CNG;1
ToyotaInnova2.5VX7STRBS;2012;601799;MANUAL;134217;Diesel;1
MarutiVitaraBrezzaZDI;2017;839199;MANUAL;39663;Diesel;1
HyundaiSantroXing;2008;178699;MANUAL;84985;Petrol + LPG;1
HyundaiElitei20MAGNA1.4;2015;625199;MANUAL;52659;Diesel;1
MarutiAlto800;2013;258937;MANUAL;29390;Petrol;1
RenaultDusterRXLDIESEL;2013;348599;MANUAL;77490;Diesel;1
MarutiAltoK10;2014;320099;MANUAL;39854;Petrol;1
HyundaiXcentSX1.1;2015;331500;MANUAL;89930;Diesel;1
MarutiCelerio;2015;292199;MANUAL;68547;Petrol + CNG;1
MarutiAltoK10;2015;317699;MANUAL;15003;Petrol;1
MarutiSwift;2015;431499;MANUAL;8889;Petrol;1
MarutiAlto800;2012;225199;MANUAL;68344;Petrol;1
MarutiSwift;2017;452799;MANUAL;35855;Petrol;1
MarutiCiazVDI+;2016;534199;MANUAL;77225;Diesel;1
MarutiVitaraBrezzaZDI;2016;738399;MANUAL;100205;Diesel;1
MarutiSwiftDzireVDIBS;2015;578899;MANUAL;97036;Diesel;1
MarutiCelerioVXI;2017;424099;MANUAL;31307;Petrol;1
Hyundaii10SPORTZ;2008;168899;MANUAL;32009;Petrol + LPG;1
VolkswagenPoloTRENDLINE1.2L;2011;327099;MANUAL;92305;Diesel;1
HondaBrio1.2SMTI;2013;347699;MANUAL;30713;Petrol;1
HondaJazz1.2V;2016;544599;AUTOMATIC;56894;Petrol;1
HyundaiCreta1.6SX;2016;914699;RJ14;144712;Diesel;1
MarutiSwiftDzireVXI1.2BS;2014;535199;MANUAL;37541;Petrol;1
MarutiAlto;2010;165199;MANUAL;111848;Petrol + CNG;1
MarutiSwift;2012;421699;MANUAL;62206;Diesel;1
ToyotaInnova2.5VX7STRBS;2014;789899;MANUAL;122507;Diesel;1
MarutiWagonR1.0LXI;2011;223499;MANUAL;112297;Petrol + CNG;1
MarutiAltoK10K10VXI;2016;412599;HR26;8265;Petrol;1
MarutiSwiftDzireZXI;2008;133599;MANUAL;133226;Petrol + CNG;1
MarutiSwift;2014;404699;MANUAL;41140;Petrol;1
MarutiWagonR1.0;2013;308899;MANUAL;23358;Petrol;1
ToyotaCorollaAltisD4D;2014;965599;MANUAL;17758;Diesel;1
MarutiWagonR1.0LXI;2012;228399;MANUAL;61323;Petrol + CNG;1
ToyotaEtiosLivaD4D;2012;316699;MANUAL;197019;Diesel;1
MarutiWagonR1.0LXI;2018;399495;MANUAL;22982;Petrol + CNG;1
HyundaiVernaFLUIDIC1.6SXCRDI;2012;421699;MANUAL;84530;Diesel;1
HyundaiEonERA;2015;303399;MANUAL;20310;Petrol;1
MarutiAlto800;2014;222899;MANUAL;68939;Petrol;1
MarutiSwift;2011;306352;MANUAL;50484;Petrol;1
HyundaiVernaFLUIDIC1.6EX;2013;423899;MANUAL;25443;Petrol;1
MarutiAltoK10VXI(O);2018;379299;DL5C;4397;Petrol;1
HondaCitySMT;2008;267099;MANUAL;32298;Petrol;1
HyundaiCreta1.6SXPLUSAUTO;2018;1215699;AUTOMATIC;16189;Petrol;1
